seq,pressure,pos_cmd,pos_fdb,loadcell,t1,t2,t3,t4,t5,ls_max,ls_min,x_acc,y_acc,z_acc,rms_acc,rms_vel,rms_pos,temp,humid,sound_level,dev_err,micsel,miclvl
11331,0,0,28,0,8100,8100,8100,8100,8100,1,1,12,-18,4050,-1,-32712,-7937,36,28,505,16,0,247
11332,0,0,28,0,8100,8100,8100,8100,8100,1,1,-16,-8,4040,-1,-32692,-7937,36,28,505,4,0,254
11333,0,0,28,0,8100,8100,8100,8100,8100,1,1,-4,-32,4046,-1,-32668,-7937,36,28,505,0,0,251
11334,0,0,28,0,8100,8100,8100,8100,8100,1,1,-2,-8,4072,-1,-32648,-7937,36,28,505,0,0,253
11335,0,0,28,0,8100,8100,8100,8100,8100,1,1,0,0,4056,-1,-32632,-7937,36,28,540,0,0,253
11336,0,0,28,0,8100,8100,8100,8100,8100,1,1,22,-20,4054,-1,-32612,-7937,36,28,540,64,0,252
11337,0,0,28,0,8100,8100,8100,8100,8100,1,1,42,-8,4032,-1,-32592,-7937,36,28,540,16,0,252
11338,0,0,28,0,8100,8100,8100,8100,8100,1,1,28,-22,4050,-1,-32568,-7937,36,28,540,0,0,247
11339,0,0,28,0,8100,8100,8100,8100,8100,1,1,28,-28,4018,-1,-32548,-7937,36,28,540,16,0,249
11340,0,0,28,0,8100,8100,8100,8100,8100,1,1,6,18,4114,-1,-32532,-7937,36,28,540,4,0,253
11341,0,0,28,0,8100,8100,8100,8100,8100,1,1,-18,-50,4068,-1,-32512,-7937,36,28,540,64,0,254
11342,0,0,28,0,8100,8100,8100,8100,8100,1,1,-6,16,4004,-1,-32488,-7937,36,28,540,0,0,253
11343,0,0,28,0,8100,8100,8100,8100,8100,1,1,2,8,4072,-1,-32468,-7937,36,28,540,0,0,250
11344,0,0,28,0,8100,8100,8100,8100,8100,1,1,8,-14,4030,-1,-32452,-7937,36,28,540,4,0,253
11345,0,0,28,0,8100,8100,8100,8100,8100,1,1,-52,-2,4104,-1,-32432,-7937,36,28,501,64,0,254
11346,0,0,28,0,8100,8100,8100,8100,8100,1,1,-52,0,4012,-1,-32408,-7937,36,28,501,0,0,247
11347,0,0,28,0,8100,8100,8100,8100,8100,1,1,-4,-16,4120,-1,-32388,-7937,36,28,501,64,0,255
11348,0,0,28,0,8100,8100,8100,8100,8100,1,1,-8,0,4054,-1,-32372,-7937,36,28,501,16,0,254
11349,0,0,28,0,8100,8100,8100,8100,8100,1,1,18,-22,4048,-1,-32352,-7936,36,28,501,4,0,250
11350,0,0,28,0,8100,8100,8100,8100,8100,1,1,-4,0,4074,-1,-32328,-7936,36,28,501,64,0,251
11351,0,0,28,0,8100,8100,8100,8100,8100,1,1,16,-46,4118,-1,-32308,-7936,36,28,501,0,0,255
11352,0,0,28,0,8100,8100,8100,8100,8100,1,1,44,14,4052,-1,-32292,-7936,36,28,501,64,0,254
11353,0,0,28,1,8100,8100,8100,8100,8100,1,1,-22,-18,4008,-1,-32272,-7936,36,28,501,16,0,256
11354,0,0,28,1,8100,8100,8100,8100,8100,1,1,16,-12,4062,-1,-32252,-7936,36,28,526,0,0,254
11355,0,0,28,1,8100,8100,8100,8100,8100,1,1,-8,-18,4040,-1,-32228,-7936,36,28,526,0,0,253
11356,0,0,28,1,8100,8100,8100,8100,8100,1,1,-24,-24,4062,-1,-32208,-7936,36,28,526,64,0,256
11357,0,0,28,1,8100,8100,8100,8100,8100,1,1,-28,-16,4106,-1,-32192,-7936,36,28,526,16,0,253
11358,0,0,28,1,8100,8100,8100,8100,8100,1,1,-22,-48,4046,-1,-32172,-7936,36,28,526,0,0,255
11359,0,0,28,0,8100,8100,8100,8100,8100,1,1,2,-10,4054,-1,-32148,-7936,36,28,526,16,0,253
11360,0,0,28,0,8100,8100,8100,8100,8100,1,1,-24,-24,4132,-1,-32128,-7936,36,28,526,4,0,255
11361,0,0,28,0,8100,8100,8100,8100,8100,1,1,-2,0,4056,-1,-32112,-7936,36,28,526,64,0,254
11362,0,0,28,0,8100,8100,8100,8100,8100,1,1,16,-42,4052,-1,-32092,-7936,36,28,526,16,0,255
11363,0,0,28,0,8100,8100,8100,8100,8100,1,1,-12,-24,4046,-1,-32068,-7936,36,28,544,0,0,249
11364,0,0,28,0,8100,8100,8100,8100,8100,1,1,-30,-40,4056,-1,-32048,-7936,36,28,544,0,0,253
11365,0,0,28,0,8100,8100,8100,8100,8100,1,1,12,-20,4054,-1,-32032,-7936,36,28,544,64,0,249
11366,0,0,28,0,8100,8100,8100,8100,8100,1,1,16,-4,4004,-1,-32012,-7936,36,28,544,16,0,249
11367,0,0,28,0,8100,8100,8100,8100,8100,1,1,4,12,4098,-1,-31988,-7936,36,28,544,0,0,253
11368,0,0,28,0,8100,8100,8100,8100,8100,1,1,-6,-18,4022,-1,-31968,-7936,36,28,544,16,0,250
11369,0,0,28,0,8100,8100,8100,8100,8100,1,1,-26,-2,4060,-1,-31952,-7936,36,28,544,4,0,247
11370,0,0,28,0,8100,8100,8100,8100,8100,1,1,10,-18,4074,-1,-31932,-7936,36,28,544,0,0,251
11371,0,0,28,0,8100,8100,8100,8100,8100,1,1,12,-22,4050,-1,-31912,-7936,36,28,544,0,0,252
11372,0,0,28,0,8100,8100,8100,8100,8100,1,1,26,8,4042,-1,-31888,-7936,36,28,544,16,0,257
11373,0,0,28,0,8100,8100,8100,8100,8100,1,1,-2,-12,4048,-1,-31868,-7936,36,28,537,0,0,254
11374,0,0,28,0,8100,8100,8100,8100,8100,1,1,20,-16,4000,-1,-31852,-7936,36,28,537,16,0,252
11375,0,0,28,0,8100,8100,8100,8100,8100,1,1,-22,-8,4040,-1,-31832,-7936,36,28,537,0,0,255
11376,0,0,28,0,8100,8100,8100,8100,8100,1,1,-4,-26,4088,-1,-31808,-7936,36,28,537,0,0,254
11377,0,0,28,0,8100,8100,8100,8100,8100,1,1,-34,-44,4034,-1,-31788,-7936,36,28,537,64,0,252
11378,0,0,28,0,8100,8100,8100,8100,8100,1,1,6,-16,4062,-1,-31772,-7936,36,28,537,0,0,252
11379,0,0,28,0,8100,8100,8100,8100,8100,1,1,8,-50,4076,-1,-31752,-7936,36,28,537,64,0,253
11380,0,0,28,0,8100,8100,8100,8100,8100,1,1,-8,-28,4008,-1,-31728,-7936,36,28,537,16,0,250
11381,0,0,28,0,8100,8100,8100,8100,8100,1,1,18,-34,4042,-1,-31708,-7936,36,28,537,0,0,255
11382,0,0,28,0,8100,8100,8100,8100,8100,1,1,30,12,3992,-1,-31692,-7936,36,28,495,0,0,254
11383,0,0,28,0,8100,8100,8100,8100,8100,1,1,-24,-6,4084,-1,-31672,-7936,36,28,495,0,0,255
11384,0,0,28,0,8100,8100,8100,8100,8100,1,1,-2,-62,4076,-1,-31648,-7936,36,28,495,4,0,254
11385,0,0,28,0,8100,8100,8100,8100,8100,1,1,-12,-44,3990,-1,-31628,-7936,36,28,495,64,0,255
11386,0,0,28,0,8100,8100,8100,8100,8100,1,1,-8,-6,4058,-1,-31612,-7936,36,28,495,0,0,253
11387,0,0,28,0,8100,8100,8100,8100,8100,1,1,-6,-12,4012,-1,-31592,-7936,36,28,495,0,0,251
11388,0,0,28,0,8100,8100,8100,8100,8100,1,1,-28,-4,4040,-1,-31572,-7936,36,28,495,4,0,253
11389,0,0,28,0,8100,8100,8100,8100,8100,1,1,32,6,4062,-1,-31548,-7936,36,28,495,64,0,254
11390,0,0,28,0,8100,8100,8100,8100,8100,1,1,6,6,4010,-1,-31528,-7936,36,28,495,16,0,253
11391,0,0,28,0,8100,8100,8100,8100,8100,1,1,-20,-18,4070,-1,-31512,-7936,36,28,546,4,0,255
11392,0,0,28,0,8100,8100,8100,8100,8100,1,1,30,-26,4090,-1,-31492,-7936,36,28,546,64,0,251
11393,0,0,28,0,8100,8100,8100,8100,8100,1,1,22,-30,4036,-1,-31468,-7936,36,28,546,0,0,255
11394,0,0,28,0,8100,8100,8100,8100,8100,1,1,-4,2,4016,-1,-31448,-7936,36,28,546,0,0,252
11395,0,0,28,0,8100,8100,8100,8100,8100,1,1,16,-24,4018,-1,-31432,-7936,36,28,546,4,0,247
11396,0,0,28,0,8100,8100,8100,8100,8100,1,1,-6,-10,4010,-1,-31412,-7936,36,28,546,0,0,251
11397,0,0,28,0,8100,8100,8100,8100,8100,1,1,4,-16,4040,-1,-31388,-7936,36,28,546,4,0,253
11398,0,0,28,0,8100,8100,8100,8100,8100,1,1,20,6,4072,-1,-31368,-7936,36,28,546,64,0,253
11399,0,0,28,0,8100,8100,8100,8100,8100,1,1,4,-8,4036,-1,-31352,-7936,36,28,546,0,0,248
11400,0,0,28,0,8100,8100,8100,8100,8100,1,1,6,-8,4046,-1,-31332,-7935,36,28,546,64,0,254
11401,0,0,28,0,8100,8100,8100,8100,8100,1,1,-18,-26,4080,-1,-31308,-7935,36,28,558,16,0,251
11402,0,0,28,0,8100,8100,8100,8100,8100,1,1,26,-2,4072,-1,-31288,-7935,36,28,558,0,0,249
11403,0,0,28,0,8100,8100,8100,8100,8100,1,1,12,0,4058,-1,-31272,-7935,36,28,558,16,0,256
11404,0,0,28,0,8100,8100,8100,8100,8100,1,1,28,-36,4096,-1,-31252,-7935,36,28,558,4,0,254
11405,0,0,28,0,8100,8100,8100,8100,8100,1,1,-2,-20,4042,-1,-31232,-7935,36,28,558,0,0,253
11406,0,0,28,0,8100,8100,8100,8100,8100,1,1,32,-30,4028,-1,-31208,-7935,36,28,558,0,0,253
11407,0,0,28,0,8100,8100,8100,8100,8100,1,1,8,14,4002,-1,-31188,-7935,36,28,558,16,0,250
11408,0,0,28,0,8100,8100,8100,8100,8100,1,1,-4,-24,4068,-1,-31172,-7935,36,28,558,4,0,255
11409,0,0,28,0,8100,8100,8100,8100,8100,1,1,-16,-10,3992,-1,-31152,-7935,36,28,558,0,0,257
11410,0,0,28,0,8100,8100,8100,8100,8100,1,1,8,-34,4048,-1,-31128,-7935,36,28,555,0,0,250
11411,0,0,28,0,8100,8100,8100,8100,8100,1,1,30,-30,4052,-1,-31108,-7935,36,28,555,16,0,252
11412,0,0,28,0,8100,8100,8100,8100,8100,1,1,4,-44,4052,-1,-31092,-7935,36,28,555,4,0,252
11413,0,0,28,0,8100,8100,8100,8100,8100,1,1,-6,2,4052,-1,-31072,-7935,36,28,555,0,0,251
11414,0,0,28,0,8100,8100,8100,8100,8100,1,1,10,-18,4080,-1,-31048,-7935,36,28,555,0,0,248
11415,0,0,28,0,8100,8100,8100,8100,8100,1,1,26,-22,4032,-1,-31028,-7935,36,28,555,16,0,252
11416,0,0,28,0,8100,8100,8100,8100,8100,1,1,6,-14,4032,-1,-31012,-7935,36,28,555,4,0,248
11417,0,0,28,0,8100,8100,8100,8100,8100,1,1,2,6,4048,-1,-30992,-7935,36,28,555,0,0,251
11418,0,0,28,0,8100,8100,8100,8100,8100,1,1,-20,-24,4088,-1,-30968,-7935,36,28,555,4,0,251
11419,0,0,28,0,8100,8100,8100,8100,8100,1,1,-2,-4,4062,-1,-30948,-7935,36,28,555,64,0,252
11420,0,0,28,0,8100,8100,8100,8100,8100,1,1,12,-32,4092,-1,-30932,-7935,36,28,539,16,0,253
11421,0,0,28,0,8100,8100,8100,8100,8100,1,1,-2,-4,4084,-1,-30912,-7935,36,28,539,4,0,250
11422,0,0,28,0,8100,8100,8100,8100,8100,1,1,-26,-52,4074,-1,-30892,-7935,36,28,539,0,0,251
11423,0,0,28,0,8100,8100,8100,8100,8100,1,1,14,0,4096,-1,-30868,-7935,36,28,539,0,0,250
11424,0,0,28,0,8100,8100,8100,8100,8100,1,1,-4,-32,4120,-1,-30852,-7935,36,28,539,16,0,253
11425,0,0,28,0,8100,8100,8100,8100,8100,1,1,-28,-6,4066,-1,-30832,-7935,36,28,539,0,0,255
11426,0,0,28,0,8100,8100,8100,8100,8100,1,1,-22,-24,4050,-1,-30812,-7935,36,28,539,0,0,254
11427,0,0,28,0,8100,8100,8100,8100,8100,1,1,-20,2,4052,-1,-30788,-7935,36,28,539,64,0,251
11428,0,0,28,0,8100,8100,8100,8100,8100,1,1,-20,-10,4066,-1,-30768,-7935,36,28,539,0,0,250
11429,0,0,28,0,8100,8100,8100,8100,8100,1,1,-12,2,4062,-1,-30752,-7935,36,28,531,0,0,254
11430,0,0,28,0,8100,8100,8100,8100,8100,1,1,8,-20,4018,-1,-30732,-7935,36,28,531,4,0,254
11431,0,0,28,0,8100,8100,8100,8100,8100,1,1,-28,-10,4072,-1,-30708,-7935,36,28,531,0,0,256
11432,0,0,28,0,8100,8100,8100,8100,8100,1,1,10,-40,4054,-1,-30688,-7935,36,28,531,4,0,254
11433,0,0,28,0,8100,8100,8100,8100,8100,1,1,48,-44,4090,-1,-30672,-7935,36,28,531,0,0,251
11434,0,0,28,0,8100,8100,8100,8100,8100,1,1,46,-30,4062,-1,-30652,-7935,36,28,531,0,0,254
11435,0,0,28,0,8100,8100,8100,8100,8100,1,1,8,-8,4066,-1,-30628,-7935,36,28,531,16,0,254
11436,0,0,28,0,8100,8100,8100,8100,8100,1,1,30,14,4036,-1,-30608,-7935,36,28,531,0,0,248
11437,0,0,28,0,8100,8100,8100,8100,8100,1,1,28,-30,4092,-1,-30592,-7935,36,28,531,0,0,254
11438,0,0,28,0,8100,8100,8100,8100,8100,1,1,-4,-26,4090,-1,-30572,-7935,36,28,494,64,0,254
11439,0,0,28,0,8100,8100,8100,8100,8100,1,1,-16,-22,4000,-1,-30552,-7935,36,28,494,16,0,250
11440,0,0,28,0,8100,8100,8100,8100,8100,1,1,32,-36,4050,-1,-30528,-7935,36,28,494,0,0,252
11441,0,0,28,0,8100,8100,8100,8100,8100,1,1,-38,-14,4086,-1,-30512,-7935,36,28,494,0,0,255
11442,0,0,28,0,8100,8100,8100,8100,8100,1,1,14,6,4076,-1,-30492,-7935,36,28,494,64,0,255
11443,0,0,28,0,8100,8100,8100,8100,8100,1,1,2,-16,4120,-1,-30472,-7935,36,28,494,16,0,254
11444,0,0,28,0,8100,8100,8100,8100,8100,1,1,2,10,4084,-1,-30448,-7935,36,28,494,0,0,254
11445,0,0,28,0,8100,8100,8100,8100,8100,1,1,2,-32,4020,-1,-30428,-7935,36,28,494,16,0,254
11446,0,0,28,0,8100,8100,8100,8100,8100,1,1,6,12,4066,-1,-30412,-7935,36,28,494,4,0,247
11447,0,0,28,0,8100,8100,8100,8100,8100,1,1,2,-28,4078,-1,-30392,-7935,36,28,494,64,0,252
11448,0,0,28,0,8100,8100,8100,8100,8100,1,1,2,-44,4038,-1,-30368,-7935,36,28,558,16,0,253
11449,0,0,28,0,8100,8100,8100,8100,8100,1,1,34,-40,4058,-1,-30348,-7935,36,28,558,0,0,256
11450,0,0,28,0,8100,8100,8100,8100,8100,1,1,20,-4,4036,-1,-30332,-7935,36,28,558,16,0,250
11451,0,0,28,0,8100,8100,8100,8100,8100,1,1,28,24,4040,-1,-30312,-7934,36,28,558,4,0,252
11452,0,0,28,0,8100,8100,8100,8100,8100,1,1,0,-2,4076,-1,-30288,-7934,36,28,558,64,0,247
11453,0,0,28,0,8100,8100,8100,8100,8100,1,1,-30,-52,4042,-1,-30268,-7934,36,28,558,16,0,252
11454,0,0,28,0,8100,8100,8100,8100,8100,1,1,42,-40,4080,-1,-30252,-7934,36,28,558,0,0,251
11455,0,0,28,0,8100,8100,8100,8100,8100,1,1,-6,-26,4078,-1,-30232,-7934,36,28,558,16,0,253
11456,0,0,28,0,8100,8100,8100,8100,8100,1,1,-6,-6,4066,-1,-30212,-7934,36,28,558,4,0,249
11457,0,0,28,0,8100,8100,8100,8100,8100,1,1,-18,-28,4104,-1,-30188,-7934,36,28,552,64,0,256
11458,0,0,28,0,8100,8100,8100,8100,8100,1,1,16,-8,4070,-1,-30172,-7934,36,28,552,0,0,246
11459,0,0,28,0,8100,8100,8100,8100,8100,1,1,-18,-22,4072,-1,-30152,-7934,36,28,552,64,0,259
11460,0,0,28,0,8100,8100,8100,8100,8100,1,1,2,8,4106,-1,-30132,-7934,36,28,552,16,0,255
11461,0,0,28,0,8100,8100,8100,8100,8100,1,1,-18,-28,4046,-1,-30108,-7934,36,28,552,4,0,250
11462,0,0,28,0,8100,8100,8100,8100,8100,1,1,0,-48,4010,-1,-30088,-7934,36,28,552,64,0,254
11463,0,0,28,0,8100,8100,8100,8100,8100,1,1,-18,-24,4084,-1,-30072,-7934,36,28,552,0,0,248
11464,0,0,28,0,8100,8100,8100,8100,8100,1,1,-4,-30,4052,-1,-30052,-7934,36,28,552,64,0,253
11465,0,0,28,0,8100,8100,8100,8100,8100,1,1,-24,8,4036,-1,-30028,-7934,36,28,552,16,0,254
11466,0,0,28,0,8100,8100,8100,8100,8100,1,1,-2,-30,4030,-1,-30008,-7934,36,28,552,0,0,252
11467,0,0,28,0,8100,8100,8100,8100,8100,1,1,20,0,4066,-1,-29992,-7934,36,28,492,0,0,254
11468,0,0,28,0,8100,8100,8100,8100,8100,1,1,30,-10,4028,-1,-29972,-7934,36,28,492,64,0,249
11469,0,0,28,0,8100,8100,8100,8100,8100,1,1,-22,-32,4074,-1,-29948,-7934,36,28,492,16,0,255
11470,0,0,28,0,8100,8100,8100,8100,8100,1,1,2,-6,4090,-1,-29928,-7934,36,28,492,0,0,253
11471,0,0,28,0,8100,8100,8100,8100,8100,1,1,20,-28,4076,-1,-29912,-7934,36,28,492,0,0,253
11472,0,0,28,0,8100,8100,8100,8100,8100,1,1,16,6,4052,-1,-29892,-7934,36,28,492,64,0,254
11473,0,0,28,0,8100,8100,8100,8100,8100,1,1,-6,14,4068,-1,-29872,-7934,36,28,492,16,0,249
11474,0,0,28,0,8100,8100,8100,8100,8100,1,1,-2,8,4040,-1,-29848,-7934,36,28,492,0,0,252
11475,0,0,28,0,8100,8100,8100,8100,8100,1,1,28,-24,4078,-1,-29832,-7934,36,28,492,16,0,254
11476,0,0,28,0,8100,8100,8100,8100,8100,1,1,16,-10,4030,-1,-29812,-7934,36,28,510,0,0,254
11477,0,0,28,0,8100,8100,8100,8100,8100,1,1,-30,8,4062,-1,-29792,-7934,36,28,510,16,0,251
11478,0,0,28,0,8100,8100,8100,8100,8100,1,1,4,-30,4048,-1,-29768,-7934,36,28,510,0,0,257
11479,0,0,28,0,8100,8100,8100,8100,8100,1,1,16,16,4092,-1,-29748,-7934,36,28,510,0,0,255
11480,0,0,28,0,8100,8100,8100,8100,8100,1,1,14,-18,4094,-1,-29732,-7934,36,28,510,64,0,252
11481,0,0,28,0,8100,8100,8100,8100,8100,1,1,12,-18,4038,-1,-29712,-7934,36,28,510,0,0,256
11482,0,0,28,0,8100,8100,8100,8100,8100,1,1,-12,-30,4080,-1,-29688,-7934,36,28,510,64,0,254
11483,0,0,28,0,8100,8100,8100,8100,8100,1,1,8,-34,4108,-1,-29668,-7934,36,28,510,0,0,253
11484,0,0,28,0,8100,8100,8100,8100,8100,1,1,-28,-10,4062,-1,-29652,-7934,36,28,510,64,0,254
11485,0,0,28,0,8100,8100,8100,8100,8100,1,1,-8,8,4084,-1,-29632,-7934,36,28,538,16,0,251
11486,0,0,28,0,8100,8100,8100,8100,8100,1,1,4,-20,4062,-1,-29608,-7934,36,28,538,4,0,250
11487,0,0,28,0,8100,8100,8100,8100,8100,1,1,22,-16,4084,-1,-29588,-7934,36,28,538,64,0,254
11488,0,0,28,0,8100,8100,8100,8100,8100,1,1,10,-18,4050,-1,-29572,-7934,36,28,538,0,0,254
11489,0,0,28,0,8100,8100,8100,8100,8100,1,1,-16,-30,4098,-1,-29552,-7934,36,28,538,64,0,251
11490,0,0,28,0,8100,8100,8100,8100,8100,1,1,8,16,4026,-1,-29532,-7934,36,28,538,16,0,256
11491,0,0,28,0,8100,8100,8100,8100,8100,1,1,10,-24,4084,-1,-29508,-7934,36,28,538,0,0,256
11492,0,0,28,0,8100,8100,8100,8100,8100,1,1,-18,-4,4078,-1,-29492,-7934,36,28,538,0,0,251
11493,0,0,28,0,8100,8100,8100,8100,8100,1,1,-12,10,4038,-1,-29472,-7934,36,28,538,64,0,249
11494,0,0,28,0,8100,8100,8100,8100,8100,1,1,10,-48,4054,-1,-29452,-7934,36,28,538,16,0,253
11495,0,0,28,0,8100,8100,8100,8100,8100,1,1,-6,-22,4066,-1,-29428,-7934,36,28,561,4,0,256
11496,0,0,28,0,8100,8100,8100,8100,8100,1,1,0,-18,4080,-1,-29408,-7934,36,28,561,64,0,253
11497,0,0,28,0,8100,8100,8100,8100,8100,1,1,32,-24,4048,-1,-29392,-7934,36,28,561,0,0,254
11498,0,0,28,0,8100,8100,8100,8100,8100,1,1,-4,12,4026,-1,-29372,-7934,36,28,561,64,0,254
11499,0,0,28,0,8100,8100,8100,8100,8100,1,1,14,-20,4046,-1,-29348,-7934,36,28,561,16,0,251
11500,0,0,28,0,8100,8100,8100,8100,8100,1,1,-20,-14,4002,-1,-29328,-7934,36,28,561,0,0,252
11501,0,0,28,0,8100,8100,8100,8100,8100,1,1,-6,-42,4054,-1,-29312,-7934,36,28,561,0,0,249
11502,0,0,28,0,8100,8100,8100,8100,8100,1,1,10,-12,3992,-1,-29292,-7934,36,28,561,64,0,252
11503,0,0,28,0,8100,8100,8100,8100,8100,1,1,-4,-18,4016,-1,-29268,-7933,36,28,561,16,0,254
11504,0,0,28,0,8100,8100,8100,8100,8100,1,1,-22,10,4100,-1,-29248,-7933,36,28,478,0,0,252
11505,0,0,28,1,8100,8100,8100,8100,8100,1,1,-24,10,3996,-1,-29232,-7933,36,28,478,0,0,249
11506,0,0,28,1,8100,8100,8100,8100,8100,1,1,4,-28,4080,-1,-29212,-7933,36,28,478,64,0,251
11507,0,0,28,1,8100,8100,8100,8100,8100,1,1,10,-20,4100,-1,-29192,-7933,36,28,478,16,0,256
11508,0,0,28,1,8100,8100,8100,8100,8100,1,1,0,-14,4054,-1,-29168,-7933,36,28,478,0,0,251
11509,0,0,28,1,8100,8100,8100,8100,8100,1,1,4,-22,4108,-1,-29152,-7933,36,28,478,16,0,254
11510,0,0,28,1,8100,8100,8100,8100,8100,1,1,-14,10,4042,-1,-29132,-7933,36,28,478,4,0,254
11511,0,0,28,1,8100,8100,8100,8100,8100,1,1,-14,-4,4066,-1,-29112,-7933,36,28,478,64,0,251
11512,0,0,28,1,8100,8100,8100,8100,8100,1,1,-4,-32,4066,-1,-29088,-7933,36,28,478,16,0,257
11513,0,0,28,1,8100,8100,8100,8100,8100,1,1,22,-24,4076,-1,-29068,-7933,36,28,478,0,0,255
11514,0,0,28,1,8100,8100,8100,8100,8100,1,1,-8,-32,4084,-1,-29052,-7933,36,28,477,16,0,253
11515,0,0,28,1,8100,8100,8100,8100,8100,1,1,-8,-44,4078,-1,-29032,-7933,36,28,477,4,0,255
11516,0,0,28,1,8100,8100,8100,8100,8100,1,1,26,-28,4054,-1,-29008,-7933,36,28,477,64,0,254
11517,0,0,28,1,8100,8100,8100,8100,8100,1,1,36,-24,4056,-1,-28988,-7933,36,28,477,16,0,255
11518,0,0,28,1,8100,8100,8100,8100,8100,1,1,6,-44,4052,-1,-28972,-7933,36,28,477,0,0,248
11519,0,0,28,1,8100,8100,8100,8100,8100,1,1,6,-22,4076,-1,-28952,-7933,36,28,477,0,0,252
11520,0,0,28,1,8100,8100,8100,8100,8100,1,1,-16,-10,4080,-1,-28928,-7933,36,28,477,0,0,252
11521,0,0,28,1,8100,8100,8100,8100,8100,1,1,32,-6,4038,-1,-28908,-7933,36,28,477,0,0,250
11522,0,0,28,1,8100,8100,8100,8100,8100,1,1,-6,-28,4076,-1,-28892,-7933,36,28,477,16,0,254
11523,0,0,28,1,8100,8100,8100,8100,8100,1,1,-14,-20,4000,-1,-28872,-7933,36,28,472,4,0,254
11524,0,0,28,1,8100,8100,8100,8100,8100,1,1,-22,-6,4106,-1,-28852,-7933,36,28,472,0,0,252
11525,0,0,28,1,8100,8100,8100,8100,8100,1,1,-2,10,4038,-1,-28828,-7933,36,28,472,4,0,251
11526,0,0,28,1,8100,8100,8100,8100,8100,1,1,-4,-34,4034,-1,-28812,-7933,36,28,472,64,0,254
11527,0,0,28,1,8100,8100,8100,8100,8100,1,1,22,-6,4032,-1,-28792,-7933,36,28,472,0,0,250
11528,0,0,28,1,8100,8100,8100,8100,8100,1,1,-22,10,4018,-1,-28772,-7933,36,28,472,64,0,250
11529,0,0,28,1,8100,8100,8100,8100,8100,1,1,-6,-36,4068,-1,-28748,-7933,36,28,472,0,0,255
11530,0,0,28,1,8100,8100,8100,8100,8100,1,1,-24,-26,4048,-1,-28728,-7933,36,28,472,64,0,248
11531,0,0,28,1,8100,8100,8100,8100,8100,1,1,26,-18,4048,-1,-28712,-7933,36,28,472,16,0,248
11532,0,0,28,1,8100,8100,8100,8100,8100,1,1,10,16,4026,-1,-28692,-7933,36,28,481,4,0,256
11533,0,0,28,1,8100,8100,8100,8100,8100,1,1,4,-60,4058,-1,-28668,-7933,36,28,481,64,0,252
11534,0,0,28,1,8100,8100,8100,8100,8100,1,1,-24,-24,4048,-1,-28648,-7933,36,28,481,0,0,254
11535,0,0,28,1,8100,8100,8100,8100,8100,1,1,10,-54,4108,-1,-28632,-7933,36,28,481,64,0,253
11536,0,0,28,1,8100,8100,8100,8100,8100,1,1,-18,6,3978,-1,-28612,-7933,36,28,481,16,0,251
11537,0,0,28,1,8100,8100,8100,8100,8100,1,1,16,-8,4090,-1,-28592,-7933,36,28,481,4,0,255
11538,0,0,28,1,8100,8100,8100,8100,8100,1,1,18,-16,4090,-1,-28568,-7933,36,28,481,0,0,253
11539,0,0,28,1,8100,8100,8100,8100,8100,1,1,-18,-30,4060,-1,-28552,-7933,36,28,481,4,0,253
11540,0,0,28,0,8100,8100,8100,8100,8100,1,1,28,-6,4116,-1,-28532,-7933,36,28,481,64,0,255
11541,0,0,28,0,8100,8100,8100,8100,8100,1,1,20,-2,4032,-1,-28512,-7933,36,28,481,0,0,255
11542,0,0,28,0,8100,8100,8100,8100,8100,1,1,-8,12,4056,-1,-28488,-7933,36,28,513,0,0,253
11543,0,0,28,0,8100,8100,8100,8100,8100,1,1,2,-6,4058,-1,-28472,-7933,36,28,513,4,0,253
11544,0,0,28,0,8100,8100,8100,8100,8100,1,1,2,-44,4088,-1,-28452,-7933,36,28,513,64,0,253
11545,0,0,28,0,8100,8100,8100,8100,8100,1,1,22,2,4078,-1,-28432,-7933,36,28,513,16,0,248
11546,0,0,28,0,8100,8100,8100,8100,8100,1,1,8,-22,4068,-1,-28408,-7933,36,28,513,0,0,253
11547,0,0,28,0,8100,8100,8100,8100,8100,1,1,-14,10,4072,-1,-28388,-7933,36,28,513,0,0,254
11548,0,0,28,0,8100,8100,8100,8100,8100,1,1,14,-42,4126,-1,-28372,-7933,36,28,513,64,0,253
11549,0,0,28,0,8100,8100,8100,8100,8100,1,1,34,-18,4056,-1,-28352,-7933,36,28,513,16,0,254
11550,0,0,28,0,8100,8100,8100,8100,8100,1,1,-40,-50,4048,-1,-28328,-7933,36,28,513,0,0,251
11551,0,0,28,0,8100,8100,8100,8100,8100,1,1,-4,-36,4048,-1,-28308,-7933,36,28,537,0,0,253
11552,0,0,28,0,8100,8100,8100,8100,8100,1,1,-42,-18,4030,-1,-28292,-7933,36,28,537,64,0,248
11553,0,0,28,0,8100,8100,8100,8100,8100,1,1,4,-16,4056,-1,-28272,-7933,36,28,537,16,0,255
11554,0,0,28,0,8100,8100,8100,8100,8100,1,1,-22,-54,4060,-1,-28252,-7932,36,28,537,0,0,253
11555,0,0,28,0,8100,8100,8100,8100,8100,1,1,32,-18,4048,-1,-28228,-7932,36,28,537,16,0,254
11556,0,0,28,0,8100,8100,8100,8100,8100,1,1,16,-22,4098,-1,-28212,-7932,36,28,537,4,0,256
